Date,Employed_Person_FT_SA,Employed_Person_PT_SA,Employed_Person_SA,Unemployed_Person_SA,Unemployed_Rate_SA,Unemployed_Rate_M_SA,Unemployed_Rate_F_SA,Participation_Rate_SA,Employment_Population_Ratio_SA,Employment_Population_Ratio_M_SA,Employment_Population_Ratio_F_SA,NILF,Underemployed_SA,Underemployed_Ratio_SA,Underemployed_Ratio_M_SA,Underemployed_Ratio_F_SA,Under_utilized_rate_SA
Dec-2014,8026.8,3570.5,11597.3,754.3,6.1,6,6.2,64.6,60.7,66.6,55,6661.8,1043.3,9,6.9,11.4,14.6
Jan-2015,8028.3,3579.6,11607.9,785.3,6.3,6.4,6.3,64.8,60.7,66.5,54.9,6834,1056,9.1,6.9,11.7,14.9
Feb-2015,8068,3605.2,11673.2,761.2,6.1,6.1,6.1,64.9,60.9,66.8,55.2,6607,1058.8,9.1,6.9,11.7,14.6
Mar-2015,8101,3592.7,11693.7,758.5,6.1,6.1,6.1,64.9,60.9,67,55.1,6691.1,1016.5,8.7,6.3,11.5,14.3
Apr-2015,8087.2,3606.1,11693.3,760.4,6.1,6.1,6.1,64.8,60.8,66.7,55.2,6741.3,1037.2,8.9,6.8,11.3,14.4
May-2015,8110.6,3624.3,11734.9,740.5,5.9,6,5.9,64.9,61,66.8,55.4,6725.1,1045.9,8.9,6.8,11.4,14.3
Jun-2015,8109,3619.2,11728.1,749.6,6,6,6,64.8,60.9,66.6,55.4,6773.5,1046.5,8.9,6.9,11.3,14.4
Jul-2015,8131.1,3629.5,11760.6,787,6.3,6,6.5,65.1,61,66.7,55.5,6748.7,1080.9,9.2,7.2,11.5,14.9
Aug-2015,8116.5,3655.5,11772.1,762.1,6.1,6.2,6,64.9,61,66.6,55.6,6840.1,1056.2,9,6.8,11.4,14.5
Sep-2015,8140.4,3642.7,11783.1,773.9,6.2,6.2,6.1,65,61,66.5,55.6,6801.9,1104.3,9.4,7.2,11.9,15
Oct-2015,8171.6,3688.9,11860.6,746.8,5.9,5.9,5.9,65.2,61.3,66.9,55.9,6768.7,1098,9.3,7.2,11.7,14.6
Nov-2015,8190.4,3705.1,11895.5,739.2,5.9,5.7,6,65.2,61.4,66.9,56.1,6745.5,1084.3,9.1,7.1,11.4,14.4
Dec-2015,8217.5,3688.4,11905.9,725.8,5.7,5.6,5.9,65.1,61.4,67,56,6663.5,1068.7,9,6.7,11.6,14.2
Jan-2016,8186.2,3724,11910.2,763,6,6.1,6,65.2,61.3,67,55.8,6848.5,1079.4,9.1,7,11.4,14.5
Feb-2016,8212.3,3714.9,11927.2,717.5,5.7,5.6,5.8,65,61.3,66.8,56,6693.1,1058,8.9,6.9,11.2,14
Mar-2016,8189.3,3753.2,11942.5,714.1,5.6,5.6,5.6,64.9,61.3,66.8,55.9,6781.7,1064.2,8.9,7,11.1,14.1
Apr-2016,8177.1,3771.4,11948.5,714,5.6,5.6,5.7,64.9,61.2,66.6,56,6823.7,1092.7,9.1,7.5,11,14.3
May-2016,8173.9,3770.3,11944.2,725.5,5.7,5.7,5.8,64.9,61.1,66.6,55.9,6818.6,1054.1,8.8,7.1,10.8,14
Jun-2016,8210.7,3752.8,11963.5,722.4,5.7,5.4,6,64.9,61.2,66.5,56,6861,1114.4,9.3,7.4,11.5,14.5
Jul-2016,8175.2,3821.2,11996.4,724,5.7,5.5,5.9,64.9,61.3,66.7,56,6881.5,1143.5,9.5,7.4,12,14.7
Aug-2016,8169.8,3802,11971.8,710.3,5.6,5.6,5.6,64.7,61,66.5,55.8,7002.6,1114.2,9.3,7.5,11.4,14.4
Sep-2016,8108.1,3844.9,11952.9,715.2,5.6,5.6,5.7,64.5,60.8,66.1,55.7,7004.7,1105,9.2,7.3,11.5,14.4
Oct-2016,8157.1,3828.9,11986,709.3,5.6,5.5,5.6,64.5,60.9,66.4,55.7,7005,1082.9,9,7.2,11.2,14.1
Nov-2016,8193.8,3817.6,12011.4,733.8,5.8,5.7,5.9,64.7,61,66.3,55.8,6957.1,1084.8,9,7.1,11.3,14.3
Dec-2016,8211,3825.6,12036.6,745.7,5.8,5.8,5.8,64.8,61,66.5,55.8,6847.7,1100.6,9.1,7.2,11.3,14.4
Jan-2017,8158.1,3896.9,12055,725.9,5.7,5.6,5.8,64.7,61,66.3,55.9,7093.5,1122.2,9.3,7.3,11.6,14.5
Feb-2017,8209.1,3849.4,12058.5,747.8,5.8,5.8,5.9,64.7,60.9,66.3,55.7,6870.2,1157.7,9.6,7.3,12.2,14.9
Mar-2017,8279.1,3840.2,12119.3,751.9,5.8,5.7,6,64.9,61.1,66.5,55.9,6905.6,1111,9.2,7.2,11.4,14.5
Apr-2017,8278,3891.2,12169.2,723.4,5.6,5.4,5.9,64.9,61.3,66.9,55.9,6933.6,1130.2,9.3,7.1,11.8,14.4
May-2017,8338.6,3856.3,12195,717.1,5.6,5.5,5.6,65,61.4,66.7,56.2,6916,1119.8,9.2,7.2,11.5,14.2
Jun-2017,8400.6,3825,12225.5,725,5.6,5.6,5.6,65.1,61.4,66.6,56.5,6939.2,1092.5,8.9,7,11.2,14
Jul-2017,8389.5,3869.9,12259.4,725.2,5.6,5.6,5.6,65.2,61.5,66.8,56.4,6955.7,1105.2,9,7.2,11.1,14.1
Aug-2017,8433.1,3879.5,12312.6,717.4,5.5,5.5,5.5,65.3,61.7,66.9,56.7,6997.1,1117.5,9.1,7.2,11.2,14.1
Sep-2017,8435,3907.7,12342.7,711.2,5.4,5.4,5.5,65.3,61.8,66.9,56.8,6959,1115.1,9,7.1,11.2,14
Oct-2017,8461.5,3894.3,12355.8,700.9,5.4,5.2,5.5,65.3,61.8,66.9,56.8,6988.1,1108.1,9,7,11.2,13.9
Nov-2017,8509.8,3898,12407.8,710.2,5.4,5.4,5.5,65.5,62,67.1,57,6911.1,1118.8,9,7.1,11.2,13.9
Dec-2017,8522.1,3929.7,12451.9,740,5.6,5.7,5.5,65.8,62.1,67.1,57.3,6761.9,1118.3,9,6.8,11.4,14.1
Jan-2018,8510.4,3974.7,12485.1,726.8,5.5,5.4,5.6,65.8,62.2,67.4,57.2,6998.1,1152.8,9.2,7.4,11.3,14.2
Feb-2018,8539,3942.3,12481.3,734.7,5.6,5.5,5.6,65.7,62,67.1,57.2,6786,1126.4,9,7,11.3,14.1
Mar-2018,8507.2,3985.6,12492.9,727.8,5.5,5.5,5.5,65.6,62,67,57.2,6883.8,1137.5,9.1,6.9,11.5,14.1
Apr-2018,8546,3960.2,12506.1,732.7,5.5,5.6,5.5,65.6,62,67,57.1,6913.9,1121.9,9,6.8,11.4,14
May-2018,8524.5,3981.7,12506.2,714.8,5.4,5.4,5.4,65.4,61.9,66.9,57.1,6929.6,1112.8,8.9,6.8,11.3,13.8
Jun-2018,8564.5,4010.8,12575.3,706.4,5.3,5.5,5.1,65.7,62.2,67,57.5,6932.2,1142.2,9.1,7,11.4,13.9
Jul-2018,8592.3,3979.2,12571.4,700.2,5.3,5.3,5.2,65.5,62.1,67.1,57.2,6994.2,1121.6,8.9,6.7,11.5,13.7
Aug-2018,8633.7,3982.6,12616.3,700.1,5.3,5.2,5.3,65.6,62.2,67.3,57.2,7044.6,1088.1,8.6,6.3,11.2,13.4
Sep-2018,8653.4,3973.4,12626.8,666.7,5,4.8,5.2,65.4,62.1,67.3,57.1,7057.7,1103.7,8.7,6.6,11.2,13.3
Oct-2018,8697.9,3967.9,12665.8,667,5,5,5,65.5,62.3,67.3,57.4,7056.4,1101.2,8.7,6.5,11.1,13.3
Nov-2018,8692.2,4002.7,12695,682,5.1,5.1,5.1,65.7,62.3,67.4,57.4,6992.4,1140.7,9,7,11.2,13.6
Dec-2018,8685.5,4037.3,12722.8,671,5,5,5.1,65.7,62.4,67.5,57.4,6904.4,1114.4,8.8,6.8,10.9,13.3
Jan-2019,8742.7,4008.1,12750.8,676.9,5,4.9,5.2,65.7,62.4,67.5,57.5,7098.2,1090.3,8.6,6.5,10.9,13.2
Feb-2019,8741.4,4013.3,12754.8,665.1,5,5,5,65.6,62.3,67.2,57.6,6933.9,1084.5,8.5,6.5,10.7,13
Mar-2019,8786,3998.3,12784.3,684.1,5.1,5.1,5.1,65.7,62.4,67.4,57.5,6982.6,1112.3,8.7,6.8,10.8,13.3
Apr-2019,8779.6,4032.3,12811.9,705,5.2,5.2,5.2,65.9,62.4,67.3,57.8,6973.9,1149.2,9,7.3,10.9,13.7
May-2019,8779.5,4072.5,12851.9,708.4,5.2,5.3,5.1,66,62.6,67.7,57.7,6924.6,1159.2,9,7.2,11.1,13.8
Jun-2019,8798.1,4055.9,12854.1,712.2,5.2,5.2,5.3,66,62.5,67.5,57.7,6978.6,1113.1,8.7,7,10.5,13.5
Jul-2019,8832.4,4046.6,12879,713.3,5.2,5.2,5.3,66,62.6,67.5,57.8,7000.2,1143.2,8.9,7,10.9,13.7
Aug-2019,8818.7,4103,12921.7,715.6,5.2,5.3,5.2,66.2,62.7,67.5,58,7047.2,1160,9,7.3,10.9,13.8
Sep-2019,8841.9,4088.3,12930.3,709.3,5.2,5.4,5,66.1,62.6,67.3,58.1,7031.7,1135.9,8.8,7.2,10.6,13.5
Oct-2019,8830.5,4075.7,12906.2,722,5.3,5.4,5.1,66,62.5,67.1,58,7087.1,1158,9,7.1,11.1,13.8
Nov-2019,8831.9,4104.7,12936.6,701.7,5.1,5.2,5.1,65.9,62.5,67.2,58,7046.4,1134.3,8.8,7,10.7,13.5
Dec-2019,8832.3,4136.4,12968.6,690,5.1,5.2,4.9,66,62.6,67.3,58.2,6953,1125.5,8.7,7,10.6,13.3
Jan-2020,8878.7,4101.6,12980.3,722.1,5.3,5.4,5.2,66.1,62.6,67,58.3,7142.3,1175.5,9.1,7.1,11.3,13.8
Feb-2020,8882.7,4117.3,13000,696,5.1,5.2,4.9,65.9,62.6,67.1,58.2,6967.5,1184.3,9.1,7,11.5,13.7
Mar-2020,8871.4,4125.6,12997,715.8,5.2,5.3,5.1,65.9,62.5,67.1,58,7043.1,1207.5,9.3,7.6,11.2,14
Apr-2020,8635.4,3754.2,12389.6,841.3,6.4,6.7,6,63.6,59.5,64.3,54.9,7560.1,1820.8,14.7,13.5,16,20.1
May-2020,8533.5,3591.9,12125.4,922.3,7.1,7.2,6.9,62.7,58.2,63.1,53.6,7734.5,1707.9,14.1,13.2,15.1,20.2
Jun-2020,8509.4,3843.8,12353.2,993,7.4,7.5,7.3,64.1,59.3,63.9,54.8,7480.3,1557.9,12.6,11.7,13.6,19.1
Jul-2020,8548.3,3924.1,12472.4,1008.3,7.5,7.5,7.5,64.7,59.8,64.4,55.4,7372.3,1513.9,12.1,11.2,13.2,18.7
Aug-2020,8587,4050.6,12637.6,923.2,6.8,7,6.6,65,60.6,65,56.3,7354.3,1522.5,12,11.2,13,18
Sep-2020,8546.7,4048.4,12595.1,935.4,6.9,7.1,6.7,64.9,60.4,64.8,56.1,7362.9,1539.6,12.2,11.5,13,18.3
Oct-2020,8643.7,4130.2,12773.9,960.9,7,7,7,65.8,61.2,65.9,56.7,7200.6,1424.8,11.2,9.8,12.6,17.4
